symbol,analyzed_at,article_count,average_sentiment,sentiment_trend,momentum,confidence,recommendation,positive_articles,negative_articles,neutral_articles
AAPL,2026-07-27T16:05:50.590448,20,0.1141,slightly_bullish,0.0117,0.8359,positive_momentum,8,0,12
MSFT,2026-07-27T16:05:50.607338,20,0.1141,slightly_bullish,-0.1223,0.8359,mixed_signals,8,0,12
GOOGL,2026-07-27T16:05:50.622307,20,0.1141,slightly_bullish,0.0,0.8359,mixed_signals,8,0,12
AMZN,2026-07-27T16:05:50.713980,20,0.1141,slightly_bullish,0.0117,0.8359,positive_momentum,8,0,12
META,2026-07-27T16:05:50.727017,20,0.1141,slightly_bullish,-0.1617,0.8359,mixed_signals,8,0,12
NVDA,2026-07-27T16:05:50.739632,20,0.1141,slightly_bullish,0.0996,0.8359,positive_momentum,8,0,12
TSLA,2026-07-27T16:05:50.752106,20,0.1141,slightly_bullish,-0.1135,0.8359,mixed_signals,8,0,12
JPM,2026-07-27T16:05:50.764168,20,0.1141,slightly_bullish,-0.0398,0.8359,mixed_signals,8,0,12
V,2026-07-27T16:05:50.776302,20,0.1141,slightly_bullish,-0.0987,0.8359,mixed_signals,8,0,12
JNJ,2026-07-27T16:05:50.788249,20,0.1141,slightly_bullish,-0.0393,0.8359,mixed_signals,8,0,12
