symbol,analyzed_at,article_count,average_sentiment,sentiment_trend,momentum,confidence,recommendation,positive_articles,negative_articles,neutral_articles
AAPL,2026-08-13T22:29:03.436028,20,0.1141,slightly_bullish,-0.0125,0.8359,mixed_signals,8,0,12
MSFT,2026-08-13T22:29:03.454105,20,0.1141,slightly_bullish,-0.0719,0.8359,mixed_signals,8,0,12
GOOGL,2026-08-13T22:29:03.470131,20,0.1141,slightly_bullish,0.0242,0.8359,positive_momentum,8,0,12
AMZN,2026-08-13T22:29:03.485629,20,0.1141,slightly_bullish,-0.0416,0.8359,mixed_signals,8,0,12
META,2026-08-13T22:29:03.501143,20,0.1141,slightly_bullish,0.0541,0.8359,positive_momentum,8,0,12
NVDA,2026-08-13T22:29:03.515647,20,0.1141,slightly_bullish,0.0,0.8359,mixed_signals,8,0,12
TSLA,2026-08-13T22:29:03.530969,20,0.1141,slightly_bullish,-0.0125,0.8359,mixed_signals,8,0,12
JPM,2026-08-13T22:29:03.544927,20,0.1141,slightly_bullish,-0.0117,0.8359,mixed_signals,8,0,12
V,2026-08-13T22:29:03.558591,20,0.1141,slightly_bullish,-0.0117,0.8359,mixed_signals,8,0,12
JNJ,2026-08-13T22:29:03.571925,20,0.1141,slightly_bullish,-0.0482,0.8359,mixed_signals,8,0,12
