symbol,analyzed_at,article_count,average_sentiment,sentiment_trend,momentum,confidence,recommendation,positive_articles,negative_articles,neutral_articles
AAPL,2026-05-14T22:46:44.940686,20,0.1141,slightly_bullish,-0.0723,0.8359,mixed_signals,8,0,12
MSFT,2026-05-14T22:46:44.953376,20,0.1141,slightly_bullish,-0.1283,0.8359,mixed_signals,8,0,12
GOOGL,2026-05-14T22:46:44.965605,20,0.1141,slightly_bullish,-0.0867,0.8359,mixed_signals,8,0,12
AMZN,2026-05-14T22:46:44.976985,20,0.1141,slightly_bullish,-0.0867,0.8359,mixed_signals,8,0,12
META,2026-05-14T22:46:44.989261,20,0.1141,slightly_bullish,-0.0746,0.8359,mixed_signals,8,0,12
NVDA,2026-05-14T22:46:45.001066,20,0.1141,slightly_bullish,0.0393,0.8359,positive_momentum,8,0,12
TSLA,2026-05-14T22:46:45.016359,20,0.1141,slightly_bullish,0.0867,0.8359,positive_momentum,8,0,12
JPM,2026-05-14T22:46:45.030100,20,0.1141,slightly_bullish,-0.0264,0.8359,mixed_signals,8,0,12
V,2026-05-14T22:46:45.043904,20,0.1141,slightly_bullish,0.075,0.8359,positive_momentum,8,0,12
JNJ,2026-05-14T22:46:45.057567,20,0.1141,slightly_bullish,-0.0005,0.8359,mixed_signals,8,0,12
