symbol,analyzed_at,article_count,average_sentiment,sentiment_trend,momentum,confidence,recommendation,positive_articles,negative_articles,neutral_articles
AAPL,2026-05-05T11:08:55.231137,20,0.1141,slightly_bullish,-0.0469,0.8359,mixed_signals,8,0,12
MSFT,2026-05-05T11:08:55.246731,20,0.1141,slightly_bullish,-0.0273,0.8359,mixed_signals,8,0,12
GOOGL,2026-05-05T11:08:55.260303,20,0.1141,slightly_bullish,0.0625,0.8359,positive_momentum,8,0,12
AMZN,2026-05-05T11:08:55.273612,20,0.1141,slightly_bullish,-0.0416,0.8359,mixed_signals,8,0,12
META,2026-05-05T11:08:55.286822,20,0.1141,slightly_bullish,-0.1764,0.8359,mixed_signals,8,0,12
NVDA,2026-05-05T11:08:55.300771,20,0.1141,slightly_bullish,0.0156,0.8359,positive_momentum,8,0,12
TSLA,2026-05-05T11:08:55.314015,20,0.1141,slightly_bullish,-0.0594,0.8359,mixed_signals,8,0,12
JPM,2026-05-05T11:08:55.327262,20,0.1141,slightly_bullish,0.0125,0.8359,positive_momentum,8,0,12
V,2026-05-05T11:08:55.340636,20,0.1141,slightly_bullish,-0.0867,0.8359,mixed_signals,8,0,12
JNJ,2026-05-05T11:08:55.353875,20,0.1141,slightly_bullish,0.0268,0.8359,positive_momentum,8,0,12
