symbol,analyzed_at,article_count,average_sentiment,sentiment_trend,momentum,confidence,recommendation,positive_articles,negative_articles,neutral_articles
AAPL,2026-03-18T22:22:14.727775,20,0.1141,slightly_bullish,-0.1023,0.8359,mixed_signals,8,0,12
MSFT,2026-03-18T22:22:14.739838,20,0.1141,slightly_bullish,-0.1617,0.8359,mixed_signals,8,0,12
GOOGL,2026-03-18T22:22:14.751986,20,0.1141,slightly_bullish,0.0268,0.8359,positive_momentum,8,0,12
AMZN,2026-03-18T22:22:14.762172,20,0.1141,slightly_bullish,-0.0156,0.8359,mixed_signals,8,0,12
META,2026-03-18T22:22:14.772404,20,0.1141,slightly_bullish,0.075,0.8359,positive_momentum,8,0,12
NVDA,2026-03-18T22:22:14.782738,20,0.1141,slightly_bullish,-0.062,0.8359,mixed_signals,8,0,12
TSLA,2026-03-18T22:22:14.792937,20,0.1141,slightly_bullish,0.0598,0.8359,positive_momentum,8,0,12
JPM,2026-03-18T22:22:14.803039,20,0.1141,slightly_bullish,0.0385,0.8359,positive_momentum,8,0,12
V,2026-03-18T22:22:14.813375,20,0.1141,slightly_bullish,-0.075,0.8359,mixed_signals,8,0,12
JNJ,2026-03-18T22:22:14.823668,20,0.1141,slightly_bullish,-0.0005,0.8359,mixed_signals,8,0,12
