symbol,analyzed_at,article_count,average_sentiment,sentiment_trend,momentum,confidence,recommendation,positive_articles,negative_articles,neutral_articles
AAPL,2026-09-18T13:57:04.303070,20,0.1141,slightly_bullish,-0.0143,0.8359,mixed_signals,8,0,12
MSFT,2026-09-18T13:57:04.317795,20,0.1141,slightly_bullish,-0.0625,0.8359,mixed_signals,8,0,12
GOOGL,2026-09-18T13:57:04.331070,20,0.1141,slightly_bullish,-0.0625,0.8359,mixed_signals,8,0,12
AMZN,2026-09-18T13:57:04.344303,20,0.1141,slightly_bullish,-0.013,0.8359,mixed_signals,8,0,12
META,2026-09-18T13:57:04.356884,20,0.1141,slightly_bullish,-0.0625,0.8359,mixed_signals,8,0,12
NVDA,2026-09-18T13:57:04.369025,20,0.1141,slightly_bullish,0.0875,0.8359,positive_momentum,8,0,12
TSLA,2026-09-18T13:57:04.381964,20,0.1141,slightly_bullish,0.0992,0.8359,positive_momentum,8,0,12
JPM,2026-09-18T13:57:04.394138,20,0.1141,slightly_bullish,-0.0482,0.8359,mixed_signals,8,0,12
V,2026-09-18T13:57:04.406830,20,0.1141,slightly_bullish,0.0125,0.8359,positive_momentum,8,0,12
JNJ,2026-09-18T13:57:04.469203,20,0.1141,slightly_bullish,0.0027,0.8359,positive_momentum,8,0,12
