symbol,analyzed_at,article_count,average_sentiment,sentiment_trend,momentum,confidence,recommendation,positive_articles,negative_articles,neutral_articles
AAPL,2026-07-30T22:54:31.340506,20,0.1141,slightly_bullish,-0.012,0.8359,mixed_signals,8,0,12
MSFT,2026-07-30T22:54:31.355006,20,0.1141,slightly_bullish,0.0,0.8359,mixed_signals,8,0,12
GOOGL,2026-07-30T22:54:31.367376,20,0.1141,slightly_bullish,0.0273,0.8359,positive_momentum,8,0,12
AMZN,2026-07-30T22:54:31.439604,20,0.1141,slightly_bullish,0.0875,0.8359,positive_momentum,8,0,12
META,2026-07-30T22:54:31.451663,20,0.1141,slightly_bullish,-0.1492,0.8359,mixed_signals,8,0,12
NVDA,2026-07-30T22:54:31.462918,20,0.1141,slightly_bullish,-0.0008,0.8359,mixed_signals,8,0,12
TSLA,2026-07-30T22:54:31.474010,20,0.1141,slightly_bullish,-0.0143,0.8359,mixed_signals,8,0,12
JPM,2026-07-30T22:54:31.485553,20,0.1141,slightly_bullish,-0.1018,0.8359,mixed_signals,8,0,12
V,2026-07-30T22:54:31.496848,20,0.1141,slightly_bullish,-0.1166,0.8359,mixed_signals,8,0,12
JNJ,2026-07-30T22:54:31.508215,20,0.1141,slightly_bullish,-0.0273,0.8359,mixed_signals,8,0,12
