symbol,analyzed_at,article_count,average_sentiment,sentiment_trend,momentum,confidence,recommendation,positive_articles,negative_articles,neutral_articles
AAPL,2026-04-21T22:29:29.760851,20,0.1141,slightly_bullish,0.0326,0.8359,positive_momentum,8,0,12
MSFT,2026-04-21T22:29:29.775065,20,0.1141,slightly_bullish,-0.063,0.8359,mixed_signals,8,0,12
GOOGL,2026-04-21T22:29:29.788145,20,0.1141,slightly_bullish,-0.0,0.8359,mixed_signals,8,0,12
AMZN,2026-04-21T22:29:29.800769,20,0.1141,slightly_bullish,-0.0469,0.8359,mixed_signals,8,0,12
META,2026-04-21T22:29:29.813970,20,0.1141,slightly_bullish,0.0607,0.8359,positive_momentum,8,0,12
NVDA,2026-04-21T22:29:29.826536,20,0.1141,slightly_bullish,-0.1166,0.8359,mixed_signals,8,0,12
TSLA,2026-04-21T22:29:29.838942,20,0.1141,slightly_bullish,-0.1139,0.8359,mixed_signals,8,0,12
JPM,2026-04-21T22:29:29.851378,20,0.1141,slightly_bullish,0.0594,0.8359,positive_momentum,8,0,12
V,2026-04-21T22:29:29.863862,20,0.1141,slightly_bullish,-0.0871,0.8359,mixed_signals,8,0,12
JNJ,2026-04-21T22:29:29.876137,20,0.1141,slightly_bullish,-0.0742,0.8359,mixed_signals,8,0,12
