symbol,analyzed_at,article_count,average_sentiment,sentiment_trend,momentum,confidence,recommendation,positive_articles,negative_articles,neutral_articles
AAPL,2026-03-20T14:35:46.673140,20,0.1141,slightly_bullish,-0.0268,0.8359,mixed_signals,8,0,12
MSFT,2026-03-20T14:35:46.684823,20,0.1141,slightly_bullish,-0.0598,0.8359,mixed_signals,8,0,12
GOOGL,2026-03-20T14:35:46.695101,20,0.1141,slightly_bullish,-0.0477,0.8359,mixed_signals,8,0,12
AMZN,2026-03-20T14:35:46.705193,20,0.1141,slightly_bullish,-0.0477,0.8359,mixed_signals,8,0,12
META,2026-03-20T14:35:46.715433,20,0.1141,slightly_bullish,-0.0742,0.8359,mixed_signals,8,0,12
NVDA,2026-03-20T14:35:46.725617,20,0.1141,slightly_bullish,-0.0152,0.8359,mixed_signals,8,0,12
TSLA,2026-03-20T14:35:46.735871,20,0.1141,slightly_bullish,0.0996,0.8359,positive_momentum,8,0,12
JPM,2026-03-20T14:35:46.746165,20,0.1141,slightly_bullish,0.0742,0.8359,positive_momentum,8,0,12
V,2026-03-20T14:35:46.756412,20,0.1141,slightly_bullish,-0.0898,0.8359,mixed_signals,8,0,12
JNJ,2026-03-20T14:35:46.767271,20,0.1141,slightly_bullish,-0.0152,0.8359,mixed_signals,8,0,12
