symbol,analyzed_at,article_count,average_sentiment,sentiment_trend,momentum,confidence,recommendation,positive_articles,negative_articles,neutral_articles
AAPL,2026-09-21T16:03:36.836790,20,0.1141,slightly_bullish,0.026,0.8359,positive_momentum,8,0,12
MSFT,2026-09-21T16:03:36.848407,20,0.1141,slightly_bullish,-0.1617,0.8359,mixed_signals,8,0,12
GOOGL,2026-09-21T16:03:36.859385,20,0.1141,slightly_bullish,-0.0742,0.8359,mixed_signals,8,0,12
AMZN,2026-09-21T16:03:36.869745,20,0.1141,slightly_bullish,-0.0625,0.8359,mixed_signals,8,0,12
META,2026-09-21T16:03:36.879652,20,0.1141,slightly_bullish,-0.0867,0.8359,mixed_signals,8,0,12
NVDA,2026-09-21T16:03:36.889674,20,0.1141,slightly_bullish,0.0,0.8359,mixed_signals,8,0,12
TSLA,2026-09-21T16:03:36.899608,20,0.1141,slightly_bullish,-0.0209,0.8359,mixed_signals,8,0,12
JPM,2026-09-21T16:03:36.909103,20,0.1141,slightly_bullish,-0.0013,0.8359,mixed_signals,8,0,12
V,2026-09-21T16:03:36.918764,20,0.1141,slightly_bullish,-0.0398,0.8359,mixed_signals,8,0,12
JNJ,2026-09-21T16:03:36.974831,20,0.1141,slightly_bullish,-0.0005,0.8359,mixed_signals,8,0,12
