symbol,analyzed_at,article_count,average_sentiment,sentiment_trend,momentum,confidence,recommendation,positive_articles,negative_articles,neutral_articles
AAPL,2026-03-18T14:56:58.008065,20,0.1141,slightly_bullish,0.0268,0.8359,positive_momentum,8,0,12
MSFT,2026-03-18T14:56:58.020822,20,0.1141,slightly_bullish,-0.0719,0.8359,mixed_signals,8,0,12
GOOGL,2026-03-18T14:56:58.031884,20,0.1141,slightly_bullish,-0.0143,0.8359,mixed_signals,8,0,12
AMZN,2026-03-18T14:56:58.042580,20,0.1141,slightly_bullish,0.0737,0.8359,positive_momentum,8,0,12
META,2026-03-18T14:56:58.053638,20,0.1141,slightly_bullish,0.0477,0.8359,positive_momentum,8,0,12
NVDA,2026-03-18T14:56:58.065148,20,0.1141,slightly_bullish,-0.0125,0.8359,mixed_signals,8,0,12
TSLA,2026-03-18T14:56:58.076302,20,0.1141,slightly_bullish,0.0385,0.8359,positive_momentum,8,0,12
JPM,2026-03-18T14:56:58.087485,20,0.1141,slightly_bullish,-0.0625,0.8359,mixed_signals,8,0,12
V,2026-03-18T14:56:58.099307,20,0.1141,slightly_bullish,0.0125,0.8359,positive_momentum,8,0,12
JNJ,2026-03-18T14:56:58.110174,20,0.1141,slightly_bullish,-0.075,0.8359,mixed_signals,8,0,12
