symbol,analyzed_at,article_count,average_sentiment,sentiment_trend,momentum,confidence,recommendation,positive_articles,negative_articles,neutral_articles
AAPL,2026-04-23T15:30:00.069239,20,0.1141,slightly_bullish,0.0755,0.8359,positive_momentum,8,0,12
MSFT,2026-04-23T15:30:00.082524,20,0.1141,slightly_bullish,0.0451,0.8359,positive_momentum,8,0,12
GOOGL,2026-04-23T15:30:00.095607,20,0.1141,slightly_bullish,0.0125,0.8359,positive_momentum,8,0,12
AMZN,2026-04-23T15:30:00.108879,20,0.1141,slightly_bullish,-0.1223,0.8359,mixed_signals,8,0,12
META,2026-04-23T15:30:00.121819,20,0.1141,slightly_bullish,0.1617,0.8359,positive_momentum,8,0,12
NVDA,2026-04-23T15:30:00.134373,20,0.1141,slightly_bullish,-0.0005,0.8359,mixed_signals,8,0,12
TSLA,2026-04-23T15:30:00.146762,20,0.1141,slightly_bullish,-0.0992,0.8359,mixed_signals,8,0,12
JPM,2026-04-23T15:30:00.159120,20,0.1141,slightly_bullish,-0.013,0.8359,mixed_signals,8,0,12
V,2026-04-23T15:30:00.171365,20,0.1141,slightly_bullish,-0.1264,0.8359,mixed_signals,8,0,12
JNJ,2026-04-23T15:30:00.183904,20,0.1141,slightly_bullish,-0.0594,0.8359,mixed_signals,8,0,12
