symbol,analyzed_at,article_count,average_sentiment,sentiment_trend,momentum,confidence,recommendation,positive_articles,negative_articles,neutral_articles
AAPL,2026-07-07T22:49:29.737047,20,0.1141,slightly_bullish,-0.0117,0.8359,mixed_signals,8,0,12
MSFT,2026-07-07T22:49:29.750222,20,0.1141,slightly_bullish,-0.0723,0.8359,mixed_signals,8,0,12
GOOGL,2026-07-07T22:49:29.762426,20,0.1141,slightly_bullish,0.0,0.8359,mixed_signals,8,0,12
AMZN,2026-07-07T22:49:29.777722,20,0.1141,slightly_bullish,-0.0996,0.8359,mixed_signals,8,0,12
META,2026-07-07T22:49:29.790731,20,0.1141,slightly_bullish,0.0268,0.8359,positive_momentum,8,0,12
NVDA,2026-07-07T22:49:29.804316,20,0.1141,slightly_bullish,-0.1018,0.8359,mixed_signals,8,0,12
TSLA,2026-07-07T22:49:29.870373,20,0.1141,slightly_bullish,0.0264,0.8359,positive_momentum,8,0,12
JPM,2026-07-07T22:49:29.882185,20,0.1141,slightly_bullish,0.0143,0.8359,positive_momentum,8,0,12
V,2026-07-07T22:49:29.893586,20,0.1141,slightly_bullish,-0.0268,0.8359,mixed_signals,8,0,12
JNJ,2026-07-07T22:49:29.904628,20,0.1141,slightly_bullish,-0.0326,0.8359,mixed_signals,8,0,12
