symbol,analyzed_at,article_count,average_sentiment,sentiment_trend,momentum,confidence,recommendation,positive_articles,negative_articles,neutral_articles
AAPL,2026-05-07T22:49:41.418267,20,0.1141,slightly_bullish,0.0389,0.8359,positive_momentum,8,0,12
MSFT,2026-05-07T22:49:41.432279,20,0.1141,slightly_bullish,0.0477,0.8359,positive_momentum,8,0,12
GOOGL,2026-05-07T22:49:41.444877,20,0.1141,slightly_bullish,0.0005,0.8359,positive_momentum,8,0,12
AMZN,2026-05-07T22:49:41.457188,20,0.1141,slightly_bullish,0.0268,0.8359,positive_momentum,8,0,12
META,2026-05-07T22:49:41.470799,20,0.1141,slightly_bullish,0.088,0.8359,positive_momentum,8,0,12
NVDA,2026-05-07T22:49:41.483742,20,0.1141,slightly_bullish,-0.0121,0.8359,mixed_signals,8,0,12
TSLA,2026-05-07T22:49:41.496674,20,0.1141,slightly_bullish,0.0237,0.8359,positive_momentum,8,0,12
JPM,2026-05-07T22:49:41.509235,20,0.1141,slightly_bullish,0.0393,0.8359,positive_momentum,8,0,12
V,2026-05-07T22:49:41.521772,20,0.1141,slightly_bullish,-0.0742,0.8359,mixed_signals,8,0,12
JNJ,2026-05-07T22:49:41.533901,20,0.1141,slightly_bullish,0.1223,0.8359,positive_momentum,8,0,12
