symbol,analyzed_at,article_count,average_sentiment,sentiment_trend,momentum,confidence,recommendation,positive_articles,negative_articles,neutral_articles
AAPL,2026-09-22T23:53:52.434661,20,0.1141,slightly_bullish,-0.0268,0.8359,mixed_signals,8,0,12
MSFT,2026-09-22T23:53:52.448946,20,0.1141,slightly_bullish,-0.0398,0.8359,mixed_signals,8,0,12
GOOGL,2026-09-22T23:53:52.464511,20,0.1141,slightly_bullish,-0.0867,0.8359,mixed_signals,8,0,12
AMZN,2026-09-22T23:53:52.477467,20,0.1141,slightly_bullish,-0.0385,0.8359,mixed_signals,8,0,12
META,2026-09-22T23:53:52.489936,20,0.1141,slightly_bullish,0.0125,0.8359,positive_momentum,8,0,12
NVDA,2026-09-22T23:53:52.501260,20,0.1141,slightly_bullish,-0.1014,0.8359,mixed_signals,8,0,12
TSLA,2026-09-22T23:53:52.513292,20,0.1141,slightly_bullish,0.0326,0.8359,positive_momentum,8,0,12
JPM,2026-09-22T23:53:52.524646,20,0.1141,slightly_bullish,-0.1348,0.8359,mixed_signals,8,0,12
V,2026-09-22T23:53:52.537275,20,0.1141,slightly_bullish,-0.0385,0.8359,mixed_signals,8,0,12
JNJ,2026-09-22T23:53:52.596510,20,0.1141,slightly_bullish,-0.0143,0.8359,mixed_signals,8,0,12
