,Open,High,Low,Close,Adj Close,Volume
2020-11-23 22:50:38.910344,7485.850851112571,7503.736379928536,7448.688846574548,7470.215396578733,7320.811088647158,4349911
2020-11-24 22:50:38.910344,7508.396929903434,7489.302747412831,7352.345918751743,7468.264971639586,7318.899672206794,8455868
2020-11-25 22:50:38.910344,7411.363899852401,7372.207226197303,7289.077944558066,7365.473693841311,7218.164219964485,6590110
2020-11-26 22:50:38.910344,7318.972612994204,7433.634311340167,7316.596286958651,7327.779554000834,7181.223962920817,3439676
2020-11-27 22:50:38.910344,7083.077043867775,7135.270612389087,7027.9114073483015,7117.984089136033,6975.624407353312,4627822
2020-11-28 22:50:38.910344,7245.8261103286795,7249.037240428985,7102.011051848451,7196.1574774111705,7052.234327862947,6173469
2020-11-29 22:50:38.910344,7244.996435109681,7366.195536753412,7186.237014449415,7233.072503016745,7088.41105295641,1558733
2020-11-30 22:50:38.910344,7348.730960354672,7299.103853246528,7286.21652340365,7296.051666376104,7150.130633048581,3551378
2020-12-01 22:50:38.910344,7198.475208562077,7148.662171682048,7049.392721546275,7095.3628239194795,6953.455567441089,4570618
2020-12-02 22:50:38.910344,7229.309483706558,7195.936923963885,7120.5091496575,7181.575157567021,7037.943654415681,5784273
2020-12-03 22:50:38.910344,7102.504779409767,7142.214399372017,7088.78862265468,7119.34953486052,6976.96254416331,8853678
2020-12-04 22:50:38.910344,7269.147270961059,7282.889291267321,7257.572481872635,7274.000365950165,7128.520358631162,4366353
2020-12-05 22:50:38.910344,7204.310013678129,7284.95356378804,7246.656084257731,7273.50421745085,7128.034133101833,3889310
2020-12-06 22:50:38.910344,7329.838283669329,7401.877079728317,7249.446503237013,7311.821834986331,7165.585398286604,4942765
2020-12-07 22:50:38.910344,7305.690191781007,7363.163981154285,7272.163353159278,7319.174458296407,7172.7909691304785,7202889
2020-12-08 22:50:38.910344,7382.403135471565,7432.066451654841,7407.565101097286,7431.535864184781,7282.905146901085,9761445
2020-12-09 22:50:38.910344,7586.682935714086,7567.08410853843,7415.382198113151,7548.807569810973,7397.831418414754,8058927
2020-12-10 22:50:38.910344,7526.404737002495,7543.319477827508,7426.200364159788,7511.049073242232,7360.828091777387,5452950
2020-12-11 22:50:38.910344,7702.279715347635,7773.455833238754,7554.1461413028155,7676.790227715964,7523.254423161644,6881021
2020-12-12 22:50:38.910344,7692.677486374286,7707.770039067556,7596.2307158084395,7652.935839131045,7499.877122348425,2276279
2020-12-13 22:50:38.910344,7553.381612387357,7659.8287885842765,7587.710815996434,7610.491672955188,7458.281839496084,7036384
2020-12-14 22:50:38.910344,7554.480641598261,7619.7970543562515,7543.234945814529,7572.134261013647,7420.691575793374,6531879
2020-12-15 22:50:38.910344,7544.641852266325,7549.08288758675,7481.668432608352,7536.0821286445,7385.36048607161,4912059
2020-12-16 22:50:38.910344,7598.607218577845,7585.367865784524,7511.992054669414,7542.658982731232,7391.805803076607,9819648
2020-12-17 22:50:38.910344,7512.717395755045,7567.847905145683,7516.405696320281,7540.37713268385,7389.569590030173,6477290
2020-12-18 22:50:38.910344,7675.095915523643,7754.408465876665,7663.274488305762,7693.634390168526,7539.7617023651555,9095129
2020-12-19 22:50:38.910344,7929.0165153105845,7992.8003786839645,7852.865145335941,7881.268804834281,7723.643428737595,7538581
2020-12-20 22:50:38.910344,8130.834847997083,8078.378023777275,8063.434741228647,8076.836061037902,7915.299339817144,7330843
2020-12-21 22:50:38.910344,8177.339546816135,8150.487266975554,7963.287355962889,8145.411485654952,7982.503255941853,5093765
2020-12-22 22:50:38.910344,7881.5036793156,8105.744553148469,7923.683618747588,7929.922935338174,7771.324476631411,7328476
2020-12-23 22:50:38.910344,7907.315581915097,8025.58774730728,7920.0949519822225,7927.214978751455,7768.670679176426,8637948
2020-12-24 22:50:38.910344,8102.553071790478,8058.622447712906,7996.955677618439,8054.102117179426,7893.0200748358375,3855686
2020-12-25 22:50:38.910344,8149.164375105895,8187.708649747144,8070.5608182203605,8103.297658232088,7941.2317050674465,1342775
2020-12-26 22:50:38.910344,8010.619850306387,8043.000930961323,7974.797422986552,8038.938767545547,7878.159992194636,9713392
2020-12-27 22:50:38.910344,8003.261211375769,8026.629253616557,7897.823823643053,8010.894204147052,7850.676320064111,8505425
2020-12-28 22:50:38.910344,7913.4538154910115,8002.356646214557,7903.2577260147145,7903.259111516422,7745.193929286093,6023786
2020-12-29 22:50:38.910344,8063.377612492405,8194.420995999859,7968.099091716508,8049.873454943069,7888.875985844208,1132793
2020-12-30 22:50:38.910344,8167.172256386066,8174.925715219261,8020.157202773475,8110.796056845945,7948.580135709026,2548707
2020-12-31 22:50:38.910344,7984.540240516415,8057.561167221477,7952.583838746035,8044.809090556436,7883.912908745307,9331260
2021-01-01 22:50:38.910344,7945.60901616646,7929.589966768404,7808.842168519381,7863.208728788888,7705.94455421311,9382160
2021-01-02 22:50:38.910344,7536.86409432482,7731.587007721845,7421.973004850874,7615.040738930148,7462.739924151545,4403844
2021-01-03 22:50:38.910344,7341.717344092281,7388.139751218271,7315.775220882689,7352.671600540726,7205.618168529912,8161441
2021-01-04 22:50:38.910344,7173.957722632025,7233.71038030916,7115.754705535585,7223.639575712795,7079.166784198539,7904572
2021-01-05 22:50:38.910344,7184.875186491697,7250.0992205304865,7210.936858805726,7223.856963656745,7079.37982438361,6599947
2021-01-06 22:50:38.910344,7384.996946483797,7402.194692952984,7365.085307525181,7369.784500172564,7222.388810169112,5085245
2021-01-07 22:50:38.910344,7466.177772321806,7537.624324374913,7352.532004339788,7451.757616667152,7302.7224643338095,5268095
2021-01-08 22:50:38.910344,7355.47661463765,7369.734200982316,7279.825029964341,7338.251487242408,7191.48645749756,8918128
2021-01-09 22:50:38.910344,7458.268937865652,7559.234502048238,7364.05194282124,7452.434673677645,7303.385980204092,3022145
2021-01-10 22:50:38.910344,7489.15075317166,7539.681075443965,7492.552786643774,7515.251524278747,7364.946493793172,4651474
2021-01-11 22:50:38.910344,7449.909532528149,7483.1654063367605,7250.349262195552,7398.199614082256,7250.235621800611,4406028
2021-01-12 22:50:38.910344,7273.813582898098,7350.516584798477,7239.517389607676,7327.177489555062,7180.63393976396,5766041
2021-01-13 22:50:38.910344,7645.3592914106885,7708.108009553006,7619.563404178109,7664.383982519861,7511.096302869464,3238654
2021-01-14 22:50:38.910344,7648.789000739839,7771.893558482852,7574.940398217278,7635.019444861734,7482.319055964499,2698116
2021-01-15 22:50:38.910344,7668.640975806914,7698.644850561165,7619.0109958542425,7666.328796451995,7513.002220522955,1430548
2021-01-16 22:50:38.910344,7487.146897867782,7510.82182472301,7459.905025934357,7484.088737337857,7334.4069625911,4526701
2021-01-17 22:50:38.910344,7357.891148932311,7485.4576926432555,7313.023693378697,7325.348242823465,7178.841277966995,4079402
2021-01-18 22:50:38.910344,7459.979736286966,7477.104733438326,7402.635371231065,7433.192789423276,7284.5289336348105,9762020
2021-01-19 22:50:38.910344,7396.065763814942,7602.076458687621,7224.826717755103,7417.457891958011,7269.10873411885,3090543
2021-01-20 22:50:38.910344,7504.486255646282,7517.693140304107,7358.860156406037,7517.1789512824935,7366.835372256844,2042757
2021-01-21 22:50:38.910344,7598.395598939916,7618.581695609046,7507.260705139509,7612.128198500847,7459.88563453083,6340527
2021-01-22 22:50:38.910344,7688.576940448725,7758.182838984579,7708.148093112216,7738.304381645895,7583.538294012977,7632863
2021-01-23 22:50:38.910344,7888.067679448387,7852.0120331208445,7724.523013519129,7833.223773976168,7676.559298496644,6515472
2021-01-24 22:50:38.910344,7879.495373466429,7996.03053608625,7870.710166263818,7885.111869690967,7727.409632297147,9030015
2021-01-25 22:50:38.910344,7813.634080001366,7826.7133312593205,7768.425880888876,7796.453246085551,7640.52418116384,6713611
2021-01-26 22:50:38.910344,7879.845458638349,7868.8297800745795,7798.174305809772,7860.364338313884,7703.157051547606,2914061
2021-01-27 22:50:38.910344,7664.59327789702,7669.9809256988465,7578.829893583055,7659.783840691193,7506.588163877369,2394296
2021-01-28 22:50:38.910344,7614.5230969971335,7694.172275033659,7617.27232433845,7630.803289254355,7478.187223469268,8726405
2021-01-29 22:50:38.910344,7415.062763586436,7507.688797227836,7418.613817444611,7471.099185919725,7321.67720220133,1399447
2021-01-30 22:50:38.910344,7600.603521800052,7702.622770340687,7418.913127065112,7581.339913504136,7429.7131152340535,8154438
2021-01-31 22:50:38.910344,7486.1428744481045,7546.221611835583,7434.7369758095465,7509.162908078027,7358.979649916466,5302651
2021-02-01 22:50:38.910344,7372.004377531398,7450.155386707766,7408.713303443486,7410.128725379129,7261.926150871546,5914515
2021-02-02 22:50:38.910344,7733.148617970148,7822.584236531115,7691.790148355627,7731.334538418976,7576.707847650597,2149942
2021-02-03 22:50:38.910344,7748.651494530609,7953.076448650734,7744.073336233791,7791.734336862401,7635.899650125152,6907876
2021-02-04 22:50:38.910344,7910.749535024398,7969.748831114077,7853.425984814407,7911.4733676372625,7753.243900284517,4017273
2021-02-05 22:50:38.910344,7945.91993291066,7921.38433723643,7860.352313036553,7917.302242221785,7758.956197377349,8383217
2021-02-06 22:50:38.910344,7902.115625340165,7989.723809197466,7873.731747066186,7951.171157774129,7792.147734618647,7091113
2021-02-07 22:50:38.910344,8068.4574900715415,8114.074214644751,8014.31439936983,8040.175352648492,7879.371845595521,8494642
2021-02-08 22:50:38.910344,7866.777882428994,7969.46532470991,7898.047142603706,7900.792508202536,7742.776658038485,4541572
2021-02-09 22:50:38.910344,7784.991928044836,7732.891236575871,7637.123339461953,7693.633484430791,7539.760814742175,4480024
2021-02-10 22:50:38.910344,7804.06401268539,7929.147664118754,7810.325255680731,7873.4364300506895,7715.967701449676,6210331
2021-02-11 22:50:38.910344,7927.346651975695,8029.803641845057,7795.584123635291,7899.237162575782,7741.252419324266,4634024
2021-02-12 22:50:38.910344,7758.800499541039,7823.877022966759,7779.591960848805,7823.393841317443,7666.9259644910935,6019570
2021-02-13 22:50:38.910344,7812.342051746377,7837.744468791104,7784.178715862343,7793.300717044467,7637.434702703577,7256963
2021-02-14 22:50:38.910344,7866.986803200052,7954.539742954996,7806.912429630108,7875.723479328053,7718.209009741492,1260471
2021-02-15 22:50:38.910344,7818.463332933591,8008.08707723949,7813.296045037471,7853.320637046363,7696.254224305436,6465030
2021-02-16 22:50:38.910344,7985.557378654586,7986.73363287845,7954.916391902904,7981.211353202842,7821.587126138785,4923620
2021-02-17 22:50:38.910344,7879.412405179571,7829.762847860902,7728.535110480138,7793.48175107528,7637.612116053774,8979499
2021-02-18 22:50:38.910344,7665.846296797003,7649.967462273571,7604.633391497537,7606.525814704392,7454.395298410304,3955529
2021-02-19 22:50:38.910344,7489.000460281823,7565.857945862174,7419.467360141574,7509.206524899729,7359.022394401734,7202421
2021-02-20 22:50:38.910344,7617.049618484826,7612.911306868467,7499.163912682709,7606.123198220812,7454.000734256396,3761736
2021-02-21 22:50:38.910344,7578.1297307478635,7680.022819827594,7648.648019793195,7675.736276087269,7522.221550565524,8354268
2021-02-22 22:50:38.910344,7461.511720826945,7528.220083028956,7347.5280770676045,7464.658823655062,7315.365647181961,8205266
2021-02-23 22:50:38.910344,7587.6896665501445,7637.632741603704,7587.236097923341,7606.735407855413,7454.600699698304,7429182
2021-02-24 22:50:38.910344,7518.437454048659,7614.228079311121,7450.24193837835,7524.364110279498,7373.876828073908,1726988
2021-02-25 22:50:38.910344,7335.945214327909,7343.3326242850735,7338.084412122259,7340.306643497322,7193.500510627375,9248141
2021-02-26 22:50:38.910344,7525.847558780917,7553.038941297483,7466.886510966888,7513.131644262338,7362.869011377092,7535435
2021-02-27 22:50:38.910344,7635.542180746667,7646.577404455982,7468.802260592417,7590.155185038187,7438.3520813374225,3937274
2021-02-28 22:50:38.910344,7516.256951129578,7534.431915735483,7374.945864419001,7477.740930851636,7328.186112234604,8145097
2021-03-01 22:50:38.910344,7556.594201804758,7636.336711629808,7507.40745099074,7543.034546648799,7392.173855715822,5760075
2021-03-02 22:50:38.910344,7478.797822737851,7580.938623832549,7346.824825682746,7463.3874806780195,7314.119731064459,3648961
2021-03-03 22:50:38.910344,7465.338500723728,7544.962481073314,7513.740151480471,7521.249564170685,7370.824572887271,5344643
2021-03-04 22:50:38.910344,7756.79571302028,7838.835546675279,7675.209789387372,7763.178424309061,7607.914855822879,5334098
2021-03-05 22:50:38.910344,7746.294042751067,7800.965494960447,7683.207879884146,7784.12952819545,7628.446937631541,8926367
2021-03-06 22:50:38.910344,7772.137554431728,7834.42910644873,7648.435812518698,7779.01443384296,7623.4341451661,5551806
2021-03-07 22:50:38.910344,7720.842063418747,7660.663572880381,7628.508347404912,7657.16638861747,7504.02306084512,7169844
2021-03-08 22:50:38.910344,7647.211325627153,7719.787649389337,7596.784566793089,7712.913617599464,7558.6553452474745,6415448
2021-03-09 22:50:38.910344,7771.072341156462,7807.511765938372,7730.621203883348,7749.377164058622,7594.38962077745,8228228
2021-03-10 22:50:38.910344,7670.523075952676,7775.24926850193,7687.992119430446,7708.862378143671,7554.685130580798,6698997
2021-03-11 22:50:38.910344,7562.781105167598,7687.1680023632225,7566.409825420178,7583.333592178838,7431.666920335261,5696548
2021-03-12 22:50:38.910344,7662.3129594622405,7632.916832497943,7606.85324898254,7616.046896704904,7463.725958770806,5979856
2021-03-13 22:50:38.910344,7474.620154878354,7571.75041477803,7423.260417751128,7515.4205118265545,7365.1121015900235,2972450
2021-03-14 22:50:38.910344,7448.094376513617,7495.05134461577,7307.963603337163,7448.499002977452,7299.529022917903,2200311
2021-03-15 22:50:38.910344,7239.829011531729,7313.712394778058,7245.400733690298,7247.252219520966,7102.307175130546,8474031
2021-03-16 22:50:38.910344,7321.462881317341,7323.5303565610575,7183.228616519539,7297.037700508147,7151.096946497984,3804360
2021-03-17 22:50:38.910344,7316.7820204589125,7324.209052121031,7306.953751916482,7314.430363133254,7168.141755870589,6712308
2021-03-18 22:50:38.910344,7386.918236814111,7474.806344798509,7272.34519033902,7345.020814756638,7198.120398461505,7165119
2021-03-19 22:50:38.910344,7221.157567232619,7305.727574525668,7221.602220808931,7260.681159951604,7115.4675367525715,1720889
2021-03-20 22:50:38.910344,7182.749749783377,7245.5354560234655,7125.232594428703,7170.455490941654,7027.046381122821,2863308
2021-03-21 22:50:38.910344,7029.812206371727,7059.760443045428,7013.923246373673,7027.693777623024,6887.139902070564,5406701
2021-03-22 22:50:38.910344,7030.758275839443,7057.186054700676,7021.932231632883,7036.750096751512,6896.015094816481,7904643
2021-03-23 22:50:38.910344,6959.122410324818,7068.794865409838,6934.563500295917,6988.01611996286,6848.255797563603,5494239
2021-03-24 22:50:38.910344,6905.667130415257,6980.301203112265,6840.278798442421,6922.934602907129,6784.475910848987,8890674
2021-03-25 22:50:38.910344,6935.411747883728,6999.802154783448,6891.472652013446,6948.4772646187375,6809.507719326362,8645567
2021-03-26 22:50:38.910344,7036.959011658342,7094.183349507222,7014.727754646165,7055.158886538625,6914.055708807852,3042275
2021-03-27 22:50:38.910344,7006.077684565951,7090.760150335669,6956.552751922685,7017.913900980075,6877.555622960473,9092724
2021-03-28 22:50:38.910344,6947.965592345995,7028.331294143143,6863.996727503051,6904.3633115550865,6766.276045323984,5773804
2021-03-29 22:50:38.910344,7072.60336550906,7096.904859847569,7014.996707801064,7061.421895611257,6920.193457699032,5467614
2021-03-30 22:50:38.910344,6920.600123966035,6926.3397421877835,6897.2593416367545,6915.5846130293285,6777.272920768742,2551531
