,Open,High,Low,Close,Adj Close,Volume
2020-11-23 22:50:38.910344,3415.79888107694,3441.5963820823636,3419.135625513298,3426.537775265536,3358.007019760225,2860143
2020-11-24 22:50:38.910344,3479.9617666851436,3545.6601085108596,3474.4077129884195,3497.3210647952415,3427.3746434993363,8343547
2020-11-25 22:50:38.910344,3495.7593261862057,3523.5697924422575,3504.5402715109876,3518.9295397072565,3448.5509489131114,9152359
2020-11-26 22:50:38.910344,3430.4628212868,3463.8533721305566,3407.418377137299,3416.2072383269856,3347.883093560446,4557658
2020-11-27 22:50:38.910344,3366.5723758741747,3404.0664566158553,3347.8407185438455,3378.5915991142633,3311.019767131978,6686638
2020-11-28 22:50:38.910344,3477.0586324061182,3512.672140377045,3458.3603304093012,3493.791956084288,3423.9161169626022,9119871
2020-11-29 22:50:38.910344,3300.8380303017866,3332.7541023257945,3291.9074478169737,3329.9393209134482,3263.3405344951793,1550205
2020-11-30 22:50:38.910344,3292.2745767632314,3312.372981003434,3286.4739990971893,3303.1475908917632,3237.084639073928,9343418
2020-12-01 22:50:38.910344,3403.003275551758,3401.508933751004,3355.3292418961655,3389.541137209646,3321.750314465453,6945032
2020-12-02 22:50:38.910344,3343.2521486888013,3395.2764126288753,3328.384659240829,3332.9564949832316,3266.297365083567,4229877
2020-12-03 22:50:38.910344,3288.8114487167745,3346.4975929593625,3257.240342854401,3289.652787184035,3223.859731440354,2211596
2020-12-04 22:50:38.910344,3275.566383729224,3315.673181570712,3268.3803616315513,3285.0696167281776,3219.368224393614,4005570
2020-12-05 22:50:38.910344,3374.0529187816974,3417.0065099585313,3366.7462563894246,3386.2246781378894,3318.5001845751317,6683321
2020-12-06 22:50:38.910344,3320.005543702404,3355.0732630446437,3339.3539773185757,3344.9026720430506,3278.0046186021896,5531062
2020-12-07 22:50:38.910344,3322.994295918535,3317.440472147636,3243.6839422101725,3316.990703954277,3250.6508898751913,6076410
2020-12-08 22:50:38.910344,3291.7238473647135,3318.228542710328,3281.273847987675,3289.9452782968146,3224.1463727308783,5728452
2020-12-09 22:50:38.910344,3438.4374312995883,3495.8437957509764,3425.989795531056,3440.062134431536,3371.260891742905,1202573
2020-12-10 22:50:38.910344,3601.0507716825396,3637.550335127894,3594.6598576984,3595.651703730902,3523.738669656284,9397938
2020-12-11 22:50:38.910344,3684.683002483937,3723.9025719273914,3642.1115640249227,3670.420867535192,3597.012450184488,3953846
2020-12-12 22:50:38.910344,3711.644417096698,3751.92914203689,3639.063908449041,3700.729865998642,3626.715268678669,3442976
2020-12-13 22:50:38.910344,3720.2623789739473,3759.0307385631,3751.2118148639006,3757.588641035713,3682.4368682149984,1670112
2020-12-14 22:50:38.910344,3866.6609569849024,3896.3966194671616,3814.209351457282,3873.2427394608662,3795.7778846716487,6202851
2020-12-15 22:50:38.910344,3809.0521777397216,3840.466319624021,3799.5878789182593,3803.3239040620797,3727.257425980838,1269130
2020-12-16 22:50:38.910344,3894.5073206855573,3932.580494963434,3853.823057519288,3895.772445593592,3817.85699668172,3212414
2020-12-17 22:50:38.910344,3789.665447717596,3816.3915057767163,3798.200089552575,3801.190714348813,3725.1669000618367,6336542
2020-12-18 22:50:38.910344,3750.598295389186,3787.71453183455,3751.019779109104,3754.8912878120627,3679.7934620558212,2605055
2020-12-19 22:50:38.910344,3859.5199015295184,3856.575826097086,3748.183263795766,3825.546899801235,3749.0359618052103,1097574
2020-12-20 22:50:38.910344,3744.383694619121,3734.0579519232733,3652.656834565671,3719.6434740891223,3645.25060460734,8842541
2020-12-21 22:50:38.910344,3712.584523307831,3730.112600583229,3706.5969088593974,3711.0930244734636,3636.8711639839944,4351636
2020-12-22 22:50:38.910344,3642.312858715709,3668.765668561973,3622.0056726729335,3649.504303357688,3576.5142172905344,7689041
2020-12-23 22:50:38.910344,3642.1317180682554,3646.4685531669493,3631.1551209693557,3632.7101360302972,3560.055933309691,4329797
2020-12-24 22:50:38.910344,3452.788891735938,3458.529723128148,3407.685732368183,3436.684441812148,3367.9507529759053,9798441
2020-12-25 22:50:38.910344,3324.5683940898302,3373.7191666812987,3286.8606254051992,3318.7112155032696,3252.336991193204,5091108
2020-12-26 22:50:38.910344,3256.796269463249,3317.8957548655517,3249.568952514139,3274.217714558279,3208.7333602671133,8751649
2020-12-27 22:50:38.910344,3338.0708271806197,3366.2223350633644,3303.0798670222985,3337.186956111743,3270.443216989508,6900933
2020-12-28 22:50:38.910344,3329.9560763579007,3360.38132739895,3299.484691532516,3327.28118567965,3260.735561966057,3310311
2020-12-29 22:50:38.910344,3310.9076893246443,3332.8345661061167,3305.9489121762367,3329.1347256081417,3262.5520310959787,4453125
2020-12-30 22:50:38.910344,3379.5155702638613,3436.5045123210866,3326.3849084451467,3376.9633289725725,3309.424062393121,3498288
2020-12-31 22:50:38.910344,3330.0158747572623,3332.9203170532483,3238.0304048998837,3319.73896696657,3253.3441876272386,3935653
2021-01-01 22:50:38.910344,3349.6231632129384,3404.411399254138,3331.9050214308313,3340.293581925484,3273.487710286974,3384774
2021-01-02 22:50:38.910344,3310.568340687454,3332.2395944892764,3284.806569938389,3288.5652372038458,3222.7939324597687,3406522
2021-01-03 22:50:38.910344,3157.167816389946,3195.935675504396,3132.5191515292067,3178.4637470868583,3114.894472145121,7562936
2021-01-04 22:50:38.910344,3159.2386964112497,3163.8856239921115,3153.8448239707423,3155.288663504182,3092.182890234098,7482650
2021-01-05 22:50:38.910344,3185.3907177382803,3222.6147782539188,3143.428815217245,3193.3039539090814,3129.4378748308995,3166873
2021-01-06 22:50:38.910344,3230.4843270764995,3220.8310837582244,3191.911844634454,3216.609595053894,3152.277403152816,3675461
2021-01-07 22:50:38.910344,3233.873453204252,3226.23495479991,3204.998188950969,3217.4569297952216,3153.107791199317,1925407
2021-01-08 22:50:38.910344,3354.2584201193113,3382.9789484818066,3335.8757724240195,3376.8339842798587,3309.2973045942613,9842584
2021-01-09 22:50:38.910344,3400.435121963396,3426.0531237100035,3337.770731091995,3406.539009617969,3338.4082294256095,3043791
2021-01-10 22:50:38.910344,3458.692217911926,3504.7796811446174,3430.400343073272,3475.615351155321,3406.1030441322146,7093983
2021-01-11 22:50:38.910344,3634.7870842311363,3643.544777472696,3602.702697209556,3636.5462891819916,3563.8153633983516,3878495
2021-01-12 22:50:38.910344,3544.449850157442,3574.1354116488237,3515.223566149194,3545.40607865868,3474.4979570855066,8343470
2021-01-13 22:50:38.910344,3496.932317445796,3514.8229749200027,3469.498860945401,3474.2441303543424,3404.7592477472554,4839822
2021-01-14 22:50:38.910344,3608.244191383089,3617.185458107749,3584.072107010485,3599.34247668211,3527.3556271484676,3607097
2021-01-15 22:50:38.910344,3562.8003499413016,3584.238028717202,3540.479572251627,3544.1201293416816,3473.2377267548477,5408986
2021-01-16 22:50:38.910344,3565.0158705633207,3603.119256122991,3523.8491789219393,3547.998328424767,3477.0383618562714,3433784
2021-01-17 22:50:38.910344,3607.3828508334773,3641.325785951562,3619.420147814953,3626.5069515817377,3553.9768125501027,5159034
2021-01-18 22:50:38.910344,3694.4843227617043,3730.9005895164273,3640.8180224092625,3693.5351716808736,3619.664468247256,9517019
2021-01-19 22:50:38.910344,3845.5915758464785,3859.700788595302,3794.207411641809,3827.384853766859,3750.837156691522,5097631
2021-01-20 22:50:38.910344,3972.959119686121,3956.9295465514365,3905.2461959680595,3945.5747992266542,3866.663303242121,7228368
2021-01-21 22:50:38.910344,4048.0472590998143,4073.684342740485,3986.367308506167,4032.8870147205466,3952.229274426136,3222758
2021-01-22 22:50:38.910344,3938.971757854113,4057.4864848837506,3916.109577406316,3973.0272119126794,3893.566667674426,1716460
2021-01-23 22:50:38.910344,4047.7022030240064,4041.2280235178814,4037.9620044729345,4038.71099078517,3957.9367709694666,9331323
2021-01-24 22:50:38.910344,4064.8982488816014,4070.925425355357,3993.3886838552426,4066.2086076558417,3984.884435502725,9239001
2021-01-25 22:50:38.910344,3975.730161451763,4001.901509557958,3913.5840577332424,3961.749458134683,3882.5144689719896,4756122
2021-01-26 22:50:38.910344,4063.3761490217203,4121.077032327645,4047.3220143070253,4077.694238308391,3996.1403535422232,6393791
2021-01-27 22:50:38.910344,4147.982359062337,4216.685325399311,4094.451561236352,4146.134364393855,4063.211677105978,5048220
2021-01-28 22:50:38.910344,4145.439053395124,4160.145252128836,4105.953075586786,4151.9837135490425,4068.9440392780616,5611515
2021-01-29 22:50:38.910344,4161.135741389184,4160.907126380163,4075.1757988832683,4134.739724848145,4052.044930351182,1493716
2021-01-30 22:50:38.910344,4051.2770276318424,4039.1549236748724,3986.324839432735,4038.843381139417,3958.0665135166287,1348187
2021-01-31 22:50:38.910344,4051.977439422586,4082.3212782984533,4032.377252165117,4057.020514002278,3975.8801037222324,2650371
2021-02-01 22:50:38.910344,4084.5145190250155,4107.082199390937,4064.41497897946,4097.256580536438,4015.3114489257096,5815618
2021-02-02 22:50:38.910344,4023.1773759909274,4066.7308469892323,4007.1808577146785,4031.7258034576394,3951.0912873884863,7226008
2021-02-03 22:50:38.910344,4163.225692278053,4165.841229565005,4118.377962368613,4128.6009821503885,4046.0289625073806,1640458
2021-02-04 22:50:38.910344,4037.044396942047,4069.1951695217067,4036.083623773476,4041.009525932368,3960.1893354137205,4121399
2021-02-05 22:50:38.910344,3914.2174153627425,3880.3366053729656,3861.707817319317,3874.949135564661,3797.450152853368,4995570
2021-02-06 22:50:38.910344,3961.939496545034,3959.3616429478357,3951.4327386930954,3958.3492339052623,3879.182249227157,9827289
2021-02-07 22:50:38.910344,3905.8742303610725,3936.225462477917,3864.603862258887,3928.5081863556557,3849.9380226285425,9478361
2021-02-08 22:50:38.910344,3942.7502842846407,3972.0262821487895,3902.193015308758,3920.5782895362113,3842.166723745487,5128451
2021-02-09 22:50:38.910344,3817.810481150083,3903.1856821014867,3829.437355450158,3857.3824485334,3780.234799562732,5472141
2021-02-10 22:50:38.910344,3739.288269167024,3742.768895882788,3711.6622748696504,3737.3229863816205,3662.576526653988,9473616
2021-02-11 22:50:38.910344,3878.9813337535056,3867.0979349298095,3821.9080945068363,3834.251821413735,3757.5667849854603,7322380
2021-02-12 22:50:38.910344,3815.6248927257407,3828.207649605709,3772.6937963842065,3783.679481227363,3708.0058916028156,6092500
2021-02-13 22:50:38.910344,3941.339575609711,3924.6927677306726,3813.5748554708566,3913.4369125784324,3835.1681743268637,9181046
2021-02-14 22:50:38.910344,3998.2395961001293,4004.5151290899985,3975.083077269592,3979.125841652514,3899.5433248194636,8538480
2021-02-15 22:50:38.910344,3980.030052850017,3974.9614237445403,3931.959872835636,3956.132847487151,3877.010190537408,3749824
2021-02-16 22:50:38.910344,3857.0027585211146,3888.0527129370953,3850.3890279198954,3873.0757020383603,3795.614187997593,9849917
2021-02-17 22:50:38.910344,3834.0491203181023,3848.207552201864,3808.747811127833,3818.6605001176804,3742.287290115327,4137464
2021-02-18 22:50:38.910344,3736.1752688507017,3736.7686791634837,3699.396848691592,3729.034093980753,3654.453412101138,7242774
2021-02-19 22:50:38.910344,3916.5952245398394,3928.7549352935243,3871.758561704093,3889.9313562843076,3812.1327291586213,4766557
2021-02-20 22:50:38.910344,3937.1812296051767,3991.9248238840855,3885.741043987489,3904.6975795679095,3826.6036279765513,6479048
2021-02-21 22:50:38.910344,3988.5462034955,4006.6375585568576,3970.08027685686,3997.5610862834524,3917.609864557783,1099014
2021-02-22 22:50:38.910344,3871.190386091371,3985.900071036277,3842.470987935472,3899.457362952545,3821.4682156934937,8328087
2021-02-23 22:50:38.910344,3916.414596155857,4013.571766062311,3898.378771141866,3915.559019299653,3837.2478389136595,6497425
